Report Date,Borough,Community District,Case Type,Cases,Individuals
11/30/2017,Queens,1,All Case Types,412,607
11/30/2017,Queens,2,All Case Types,192,253
11/30/2017,Queens,3,All Case Types,140,279
11/30/2017,Queens,4,All Case Types,136,294
11/30/2017,Queens,5,All Case Types,134,300
11/30/2017,Queens,6,All Case Types,29,41
11/30/2017,Queens,7,All Case Types,95,171
11/30/2017,Queens,8,All Case Types,120,207
11/30/2017,Queens,9,All Case Types,145,263
11/30/2017,Queens,10,All Case Types,113,221
11/30/2017,Queens,11,All Case Types,15,20
11/30/2017,Queens,12,All Case Types,786,"1,604"
11/30/2017,Queens,13,All Case Types,279,541
11/30/2017,Queens,14,All Case Types,432,922
11/30/2017,Queens,Unknown CD,All Case Types,"1,236","2,456"
11/30/2017,Staten Island,1,All Case Types,365,873
11/30/2017,Staten Island,2,All Case Types,46,78
11/30/2017,Staten Island,3,All Case Types,31,55
11/30/2017,Staten Island,Unknown CD,All Case Types,152,340
10/31/2017,Bronx,1,All Case Types,867,"1,977"
10/31/2017,Bronx,2,All Case Types,441,"1,015"
10/31/2017,Bronx,3,All Case Types,844,"1,976"
10/31/2017,Bronx,4,All Case Types,978,"2,248"
10/31/2017,Bronx,5,All Case Types,897,"2,083"
10/31/2017,Bronx,6,All Case Types,700,"1,722"
10/31/2017,Bronx,7,All Case Types,667,"1,503"
10/31/2017,Bronx,8,All Case Types,167,368
10/31/2017,Bronx,9,All Case Types,852,"2,006"
10/31/2017,Bronx,10,All Case Types,217,464
10/31/2017,Bronx,11,All Case Types,330,712
10/31/2017,Bronx,12,All Case Types,803,"1,793"
10/31/2017,Bronx,Unknown CD,All Case Types,"1,594","3,284"
10/31/2017,Brooklyn,1,All Case Types,267,538
10/31/2017,Brooklyn,2,All Case Types,272,511
10/31/2017,Brooklyn,3,All Case Types,988,"1,994"
10/31/2017,Brooklyn,4,All Case Types,430,934
10/31/2017,Brooklyn,5,All Case Types,"1,215","2,666"
10/31/2017,Brooklyn,6,All Case Types,158,325
10/31/2017,Brooklyn,7,All Case Types,136,291
10/31/2017,Brooklyn,8,All Case Types,481,972
10/31/2017,Brooklyn,9,All Case Types,297,612
10/31/2017,Brooklyn,10,All Case Types,60,111
10/31/2017,Brooklyn,11,All Case Types,88,165
10/31/2017,Brooklyn,12,All Case Types,88,150
10/31/2017,Brooklyn,13,All Case Types,218,478
10/31/2017,Brooklyn,14,All Case Types,287,567
10/31/2017,Brooklyn,15,All Case Types,100,209
10/31/2017,Brooklyn,16,All Case Types,801,"1,760"
10/31/2017,Brooklyn,17,All Case Types,598,"1,285"
10/31/2017,Brooklyn,18,All Case Types,372,787
10/31/2017,Brooklyn,Unknown CD,All Case Types,"1,176","2,146"
10/31/2017,Manhattan,1,All Case Types,191,434
10/31/2017,Manhattan,2,All Case Types,30,40
10/31/2017,Manhattan,3,All Case Types,378,723
10/31/2017,Manhattan,4,All Case Types,189,289
10/31/2017,Manhattan,5,All Case Types,146,198
10/31/2017,Manhattan,6,All Case Types,103,139
10/31/2017,Manhattan,7,All Case Types,209,383
10/31/2017,Manhattan,8,All Case Types,68,105
10/31/2017,Manhattan,9,All Case Types,400,755
10/31/2017,Manhattan,10,All Case Types,815,"1,601"
10/31/2017,Manhattan,11,All Case Types,813,"1,605"
10/31/2017,Manhattan,12,All Case Types,416,849
10/31/2017,Manhattan,Unknown CD,All Case Types,"1,612","2,436"
10/31/2017,Queens,1,All Case Types,389,580
10/31/2017,Queens,2,All Case Types,183,248
10/31/2017,Queens,3,All Case Types,134,272
10/31/2017,Queens,4,All Case Types,129,281
10/31/2017,Queens,5,All Case Types,132,303
10/31/2017,Queens,6,All Case Types,29,38
10/31/2017,Queens,7,All Case Types,86,147
10/31/2017,Queens,8,All Case Types,122,206
10/31/2017,Queens,9,All Case Types,142,260
10/31/2017,Queens,10,All Case Types,114,224
10/31/2017,Queens,11,All Case Types,14,19
10/31/2017,Queens,12,All Case Types,761,"1,538"
10/31/2017,Queens,13,All Case Types,264,527
10/31/2017,Queens,14,All Case Types,433,904
10/31/2017,Queens,Unknown CD,All Case Types,"1,289","2,605"
10/31/2017,Staten Island,1,All Case Types,348,833
10/31/2017,Staten Island,2,All Case Types,42,75
10/31/2017,Staten Island,3,All Case Types,30,54
10/31/2017,Staten Island,Unknown CD,All Case Types,182,437
09/30/2017,Bronx,1,All Case Types,862,"1,955"
09/30/2017,Bronx,2,All Case Types,430,988
09/30/2017,Bronx,3,All Case Types,831,"1,933"
09/30/2017,Bronx,4,All Case Types,995,"2,269"
09/30/2017,Bronx,5,All Case Types,918,"2,118"
09/30/2017,Bronx,6,All Case Types,696,"1,676"
09/30/2017,Bronx,7,All Case Types,673,"1,513"
09/30/2017,Bronx,8,All Case Types,154,340
09/30/2017,Bronx,9,All Case Types,842,"1,949"
09/30/2017,Bronx,10,All Case Types,219,471
09/30/2017,Bronx,11,All Case Types,328,715
09/30/2017,Bronx,12,All Case Types,789,"1,757"
09/30/2017,Bronx,Unknown CD,All Case Types,"1,544","3,202"
09/30/2017,Brooklyn,1,All Case Types,269,560
09/30/2017,Brooklyn,2,All Case Types,272,505
09/30/2017,Brooklyn,3,All Case Types,992,"2,012"
09/30/2017,Brooklyn,4,All Case Types,429,937
09/30/2017,Brooklyn,5,All Case Types,"1,232","2,738"
09/30/2017,Brooklyn,6,All Case Types,159,328
09/30/2017,Brooklyn,7,All Case Types,131,286
09/30/2017,Brooklyn,8,All Case Types,478,974
09/30/2017,Brooklyn,9,All Case Types,301,628
09/30/2017,Brooklyn,10,All Case Types,62,115
09/30/2017,Brooklyn,11,All Case Types,88,164
09/30/2017,Brooklyn,12,All Case Types,92,165
09/30/2017,Brooklyn,13,All Case Types,207,468
09/30/2017,Brooklyn,14,All Case Types,284,558
09/30/2017,Brooklyn,15,All Case Types,95,199
09/30/2017,Brooklyn,16,All Case Types,807,"1,788"
09/30/2017,Brooklyn,17,All Case Types,599,"1,276"
09/30/2017,Brooklyn,18,All Case Types,395,828
09/30/2017,Brooklyn,Unknown CD,All Case Types,"1,128","2,047"
09/30/2017,Manhattan,1,All Case Types,195,450
09/30/2017,Manhattan,2,All Case Types,34,43
09/30/2017,Manhattan,3,All Case Types,366,724
09/30/2017,Manhattan,4,All Case Types,197,299
09/30/2017,Manhattan,5,All Case Types,140,176
09/30/2017,Manhattan,6,All Case Types,99,136
09/30/2017,Manhattan,7,All Case Types,216,402
09/30/2017,Manhattan,8,All Case Types,72,111
09/30/2017,Manhattan,9,All Case Types,406,762
09/30/2017,Manhattan,10,All Case Types,810,"1,585"
09/30/2017,Manhattan,11,All Case Types,798,"1,580"
09/30/2017,Manhattan,12,All Case Types,420,872
09/30/2017,Manhattan,Unknown CD,All Case Types,"1,575","2,397"
09/30/2017,Queens,1,All Case Types,424,641
09/30/2017,Queens,2,All Case Types,188,250
09/30/2017,Queens,3,All Case Types,136,278
09/30/2017,Queens,4,All Case Types,135,288
09/30/2017,Queens,5,All Case Types,138,318
09/30/2017,Queens,6,All Case Types,30,40
09/30/2017,Queens,7,All Case Types,86,149
09/30/2017,Queens,8,All Case Types,127,215
09/30/2017,Queens,9,All Case Types,150,290
09/30/2017,Queens,10,All Case Types,115,241
09/30/2017,Queens,11,All Case Types,14,19
09/30/2017,Queens,12,All Case Types,782,"1,641"
09/30/2017,Queens,13,All Case Types,271,550
09/30/2017,Queens,14,All Case Types,445,949
09/30/2017,Queens,Unknown CD,All Case Types,"1,114","2,279"
09/30/2017,Staten Island,1,All Case Types,379,890
09/30/2017,Staten Island,2,All Case Types,44,83
09/30/2017,Staten Island,3,All Case Types,31,58
09/30/2017,Staten Island,Unknown CD,All Case Types,138,321
08/31/2017,Bronx,1,All Case Types,857,"1,919"
08/31/2017,Bronx,2,All Case Types,437,"1,015"
08/31/2017,Bronx,3,All Case Types,820,"1,889"
08/31/2017,Bronx,4,All Case Types,"1,002","2,292"
08/31/2017,Bronx,5,All Case Types,932,"2,129"
08/31/2017,Bronx,6,All Case Types,706,"1,688"
08/31/2017,Bronx,7,All Case Types,668,"1,493"
08/31/2017,Bronx,8,All Case Types,163,344
08/31/2017,Bronx,9,All Case Types,843,"1,965"
08/31/2017,Bronx,10,All Case Types,239,518
08/31/2017,Bronx,11,All Case Types,337,733
08/31/2017,Bronx,12,All Case Types,803,"1,769"
08/31/2017,Bronx,Unknown CD,All Case Types,"1,463","3,042"
08/31/2017,Brooklyn,1,All Case Types,277,569
08/31/2017,Brooklyn,2,All Case Types,274,510
08/31/2017,Brooklyn,3,All Case Types,"1,021","2,045"
08/31/2017,Brooklyn,4,All Case Types,428,942
08/31/2017,Brooklyn,5,All Case Types,"1,230","2,743"
08/31/2017,Brooklyn,6,All Case Types,156,330
08/31/2017,Brooklyn,7,All Case Types,129,272
08/31/2017,Brooklyn,8,All Case Types,480,975
08/31/2017,Brooklyn,9,All Case Types,291,602
08/31/2017,Brooklyn,10,All Case Types,69,121
08/31/2017,Brooklyn,11,All Case Types,91,163
08/31/2017,Brooklyn,12,All Case Types,102,175
08/31/2017,Brooklyn,13,All Case Types,208,459
08/31/2017,Brooklyn,14,All Case Types,293,576
08/31/2017,Brooklyn,15,All Case Types,98,194
08/31/2017,Brooklyn,16,All Case Types,796,"1,740"
08/31/2017,Brooklyn,17,All Case Types,611,"1,309"
08/31/2017,Brooklyn,18,All Case Types,382,800
08/31/2017,Brooklyn,Unknown CD,All Case Types,"1,103","2,037"
08/31/2017,Manhattan,1,All Case Types,196,469
08/31/2017,Manhattan,2,All Case Types,32,41
08/31/2017,Manhattan,3,All Case Types,364,731
08/31/2017,Manhattan,4,All Case Types,195,293
08/31/2017,Manhattan,5,All Case Types,131,162
08/31/2017,Manhattan,6,All Case Types,98,133
08/31/2017,Manhattan,7,All Case Types,214,385
08/31/2017,Manhattan,8,All Case Types,68,113
08/31/2017,Manhattan,9,All Case Types,413,775
08/31/2017,Manhattan,10,All Case Types,814,"1,600"
08/31/2017,Manhattan,11,All Case Types,795,"1,540"
08/31/2017,Manhattan,12,All Case Types,431,853
08/31/2017,Manhattan,Unknown CD,All Case Types,"1,572","2,360"
08/31/2017,Queens,1,All Case Types,458,698
08/31/2017,Queens,2,All Case Types,196,261
08/31/2017,Queens,3,All Case Types,142,288
08/31/2017,Queens,4,All Case Types,147,318
08/31/2017,Queens,5,All Case Types,141,330
08/31/2017,Queens,6,All Case Types,32,42
08/31/2017,Queens,7,All Case Types,96,170
08/31/2017,Queens,8,All Case Types,126,219
08/31/2017,Queens,9,All Case Types,170,333
08/31/2017,Queens,10,All Case Types,140,319
08/31/2017,Queens,11,All Case Types,16,21
08/31/2017,Queens,12,All Case Types,852,"1,791"
08/31/2017,Queens,13,All Case Types,289,591
08/31/2017,Queens,14,All Case Types,452,964
08/31/2017,Queens,Unknown CD,All Case Types,881,"1,704"
08/31/2017,Staten Island,1,All Case Types,403,975
08/31/2017,Staten Island,2,All Case Types,54,110
08/31/2017,Staten Island,3,All Case Types,34,63
08/31/2017,Staten Island,Unknown CD,All Case Types,82,169
07/31/2017,Bronx,1,All Case Types,823,"1,866"
07/31/2017,Bronx,2,All Case Types,427,981
07/31/2017,Bronx,3,All Case Types,825,"1,894"
07/31/2017,Bronx,4,All Case Types,966,"2,195"
07/31/2017,Bronx,5,All Case Types,929,"2,100"
07/31/2017,Bronx,6,All Case Types,694,"1,666"
07/31/2017,Bronx,7,All Case Types,678,"1,540"
07/31/2017,Bronx,8,All Case Types,180,377
07/31/2017,Bronx,9,All Case Types,828,"1,927"
07/31/2017,Bronx,10,All Case Types,231,505
07/31/2017,Bronx,11,All Case Types,348,762
07/31/2017,Bronx,12,All Case Types,772,"1,706"
07/31/2017,Bronx,Unknown CD,All Case Types,"1,435","3,013"
07/31/2017,Brooklyn,1,All Case Types,273,542
07/31/2017,Brooklyn,2,All Case Types,267,485
07/31/2017,Brooklyn,3,All Case Types,"1,011","2,040"
07/31/2017,Brooklyn,4,All Case Types,432,936
07/31/2017,Brooklyn,5,All Case Types,"1,187","2,676"
07/31/2017,Brooklyn,6,All Case Types,149,312
07/31/2017,Brooklyn,7,All Case Types,117,255
07/31/2017,Brooklyn,8,All Case Types,479,958
07/31/2017,Brooklyn,9,All Case Types,293,600
07/31/2017,Brooklyn,10,All Case Types,65,119
07/31/2017,Brooklyn,11,All Case Types,86,163
07/31/2017,Brooklyn,12,All Case Types,91,166
07/31/2017,Brooklyn,13,All Case Types,192,441
07/31/2017,Brooklyn,14,All Case Types,275,556
07/31/2017,Brooklyn,15,All Case Types,99,199
07/31/2017,Brooklyn,16,All Case Types,778,"1,707"
07/31/2017,Brooklyn,17,All Case Types,592,"1,221"
07/31/2017,Brooklyn,18,All Case Types,363,777
07/31/2017,Brooklyn,Unknown CD,All Case Types,"1,101","2,020"
07/31/2017,Manhattan,1,All Case Types,195,461
07/31/2017,Manhattan,2,All Case Types,33,41
07/31/2017,Manhattan,3,All Case Types,361,708
07/31/2017,Manhattan,4,All Case Types,191,298
07/31/2017,Manhattan,5,All Case Types,135,169
07/31/2017,Manhattan,6,All Case Types,102,135
07/31/2017,Manhattan,7,All Case Types,207,383
07/31/2017,Manhattan,8,All Case Types,66,107
07/31/2017,Manhattan,9,All Case Types,409,766
07/31/2017,Manhattan,10,All Case Types,822,"1,628"
07/31/2017,Manhattan,11,All Case Types,817,"1,590"
07/31/2017,Manhattan,12,All Case Types,418,843
07/31/2017,Manhattan,Unknown CD,All Case Types,"1,552","2,306"
07/31/2017,Queens,1,All Case Types,472,723
07/31/2017,Queens,2,All Case Types,196,260
07/31/2017,Queens,3,All Case Types,146,292
07/31/2017,Queens,4,All Case Types,145,322
07/31/2017,Queens,5,All Case Types,141,321
07/31/2017,Queens,6,All Case Types,33,43
07/31/2017,Queens,7,All Case Types,90,160
07/31/2017,Queens,8,All Case Types,128,226
07/31/2017,Queens,9,All Case Types,172,338
07/31/2017,Queens,10,All Case Types,136,293
07/31/2017,Queens,11,All Case Types,16,21
07/31/2017,Queens,12,All Case Types,839,"1,760"
07/31/2017,Queens,13,All Case Types,288,617
07/31/2017,Queens,14,All Case Types,452,971
07/31/2017,Queens,Unknown CD,All Case Types,811,"1,568"
07/31/2017,Staten Island,1,All Case Types,403,964
07/31/2017,Staten Island,2,All Case Types,58,113
07/31/2017,Staten Island,3,All Case Types,36,65
07/31/2017,Staten Island,Unknown CD,All Case Types,72,143
06/30/2017,Bronx,1,All Case Types,830,"1,854"
06/30/2017,Bronx,2,All Case Types,447,"1,015"
06/30/2017,Bronx,3,All Case Types,799,"1,830"
06/30/2017,Bronx,4,All Case Types,971,"2,213"
06/30/2017,Bronx,5,All Case Types,902,"2,030"
06/30/2017,Bronx,6,All Case Types,689,"1,645"
06/30/2017,Bronx,7,All Case Types,670,"1,518"
06/30/2017,Bronx,8,All Case Types,178,363
06/30/2017,Bronx,9,All Case Types,833,"1,951"
06/30/2017,Bronx,10,All Case Types,239,512
06/30/2017,Bronx,11,All Case Types,352,788
06/30/2017,Bronx,12,All Case Types,800,"1,752"
06/30/2017,Bronx,Unknown CD,All Case Types,"1,463","3,081"
06/30/2017,Brooklyn,1,All Case Types,254,504
06/30/2017,Brooklyn,2,All Case Types,257,471
06/30/2017,Brooklyn,3,All Case Types,"1,003","2,064"
06/30/2017,Brooklyn,4,All Case Types,424,928
06/30/2017,Brooklyn,5,All Case Types,"1,170","2,663"
06/30/2017,Brooklyn,6,All Case Types,153,314
06/30/2017,Brooklyn,7,All Case Types,119,264
06/30/2017,Brooklyn,8,All Case Types,471,973
06/30/2017,Brooklyn,9,All Case Types,287,598
06/30/2017,Brooklyn,10,All Case Types,62,114
06/30/2017,Brooklyn,11,All Case Types,84,156
06/30/2017,Brooklyn,12,All Case Types,87,165
06/30/2017,Brooklyn,13,All Case Types,198,444
06/30/2017,Brooklyn,14,All Case Types,276,550
06/30/2017,Brooklyn,15,All Case Types,101,200
06/30/2017,Brooklyn,16,All Case Types,783,"1,724"
06/30/2017,Brooklyn,17,All Case Types,589,"1,228"
06/30/2017,Brooklyn,18,All Case Types,366,796
06/30/2017,Brooklyn,Unknown CD,All Case Types,"1,088","2,015"
06/30/2017,Manhattan,1,All Case Types,197,456
06/30/2017,Manhattan,2,All Case Types,29,36
06/30/2017,Manhattan,3,All Case Types,356,704
06/30/2017,Manhattan,4,All Case Types,182,285
06/30/2017,Manhattan,5,All Case Types,137,172
06/30/2017,Manhattan,6,All Case Types,102,138
06/30/2017,Manhattan,7,All Case Types,214,396
06/30/2017,Manhattan,8,All Case Types,60,92
06/30/2017,Manhattan,9,All Case Types,409,760
06/30/2017,Manhattan,10,All Case Types,795,"1,596"
06/30/2017,Manhattan,11,All Case Types,808,"1,574"
06/30/2017,Manhattan,12,All Case Types,420,842
06/30/2017,Manhattan,Unknown CD,All Case Types,"1,542","2,300"
06/30/2017,Queens,1,All Case Types,477,733
06/30/2017,Queens,2,All Case Types,190,255
06/30/2017,Queens,3,All Case Types,157,309
06/30/2017,Queens,4,All Case Types,142,314
06/30/2017,Queens,5,All Case Types,137,315
06/30/2017,Queens,6,All Case Types,28,37
06/30/2017,Queens,7,All Case Types,89,160
06/30/2017,Queens,8,All Case Types,123,222
06/30/2017,Queens,9,All Case Types,170,326
06/30/2017,Queens,10,All Case Types,133,285
06/30/2017,Queens,11,All Case Types,16,21
06/30/2017,Queens,12,All Case Types,828,"1,761"
06/30/2017,Queens,13,All Case Types,291,610
06/30/2017,Queens,14,All Case Types,444,948
06/30/2017,Queens,Unknown CD,All Case Types,806,"1,562"
06/30/2017,Staten Island,1,All Case Types,390,912
06/30/2017,Staten Island,2,All Case Types,58,122
06/30/2017,Staten Island,3,All Case Types,34,66
06/30/2017,Staten Island,Unknown CD,All Case Types,73,154
05/31/2017,Bronx,1,All Case Types,809,"1,866"
05/31/2017,Bronx,2,All Case Types,453,"1,035"
05/31/2017,Bronx,3,All Case Types,812,"1,879"
05/31/2017,Bronx,4,All Case Types,963,"2,186"
05/31/2017,Bronx,5,All Case Types,911,"2,059"
05/31/2017,Bronx,6,All Case Types,699,"1,687"
05/31/2017,Bronx,7,All Case Types,674,"1,534"
05/31/2017,Bronx,8,All Case Types,179,359
05/31/2017,Bronx,9,All Case Types,858,"1,978"
05/31/2017,Bronx,10,All Case Types,226,485
05/31/2017,Bronx,11,All Case Types,346,788
05/31/2017,Bronx,12,All Case Types,778,"1,720"
05/31/2017,Bronx,Unknown CD,All Case Types,"1,509","3,139"
05/31/2017,Brooklyn,1,All Case Types,269,536
05/31/2017,Brooklyn,2,All Case Types,266,472
05/31/2017,Brooklyn,3,All Case Types,"1,045","2,138"
05/31/2017,Brooklyn,4,All Case Types,445,955
05/31/2017,Brooklyn,5,All Case Types,"1,199","2,716"
05/31/2017,Brooklyn,6,All Case Types,150,308
05/31/2017,Brooklyn,7,All Case Types,122,264
05/31/2017,Brooklyn,8,All Case Types,477,972
05/31/2017,Brooklyn,9,All Case Types,282,583
05/31/2017,Brooklyn,10,All Case Types,59,108
05/31/2017,Brooklyn,11,All Case Types,81,156
05/31/2017,Brooklyn,12,All Case Types,94,175
05/31/2017,Brooklyn,13,All Case Types,196,421
05/31/2017,Brooklyn,14,All Case Types,277,553
05/31/2017,Brooklyn,15,All Case Types,101,198
05/31/2017,Brooklyn,16,All Case Types,812,"1,756"
05/31/2017,Brooklyn,17,All Case Types,595,"1,234"
05/31/2017,Brooklyn,18,All Case Types,364,789
05/31/2017,Brooklyn,Unknown CD,All Case Types,"1,133","2,067"
05/31/2017,Manhattan,1,All Case Types,188,436
05/31/2017,Manhattan,2,All Case Types,32,41
05/31/2017,Manhattan,3,All Case Types,359,697
05/31/2017,Manhattan,4,All Case Types,186,290
05/31/2017,Manhattan,5,All Case Types,136,167
05/31/2017,Manhattan,6,All Case Types,98,134
05/31/2017,Manhattan,7,All Case Types,216,420
05/31/2017,Manhattan,8,All Case Types,66,101
05/31/2017,Manhattan,9,All Case Types,395,739
05/31/2017,Manhattan,10,All Case Types,797,"1,582"
05/31/2017,Manhattan,11,All Case Types,816,"1,580"
05/31/2017,Manhattan,12,All Case Types,408,807
05/31/2017,Manhattan,Unknown CD,All Case Types,"1,559","2,298"
05/31/2017,Queens,1,All Case Types,479,732
05/31/2017,Queens,2,All Case Types,189,245
05/31/2017,Queens,3,All Case Types,155,312
05/31/2017,Queens,4,All Case Types,136,299
05/31/2017,Queens,5,All Case Types,151,343
05/31/2017,Queens,6,All Case Types,28,39
05/31/2017,Queens,7,All Case Types,97,166
05/31/2017,Queens,8,All Case Types,110,200
05/31/2017,Queens,9,All Case Types,175,350
05/31/2017,Queens,10,All Case Types,140,316
05/31/2017,Queens,11,All Case Types,13,17
05/31/2017,Queens,12,All Case Types,822,"1,748"
05/31/2017,Queens,13,All Case Types,287,605
05/31/2017,Queens,14,All Case Types,450,956
05/31/2017,Queens,Unknown CD,All Case Types,816,"1,567"
05/31/2017,Staten Island,1,All Case Types,388,880
05/31/2017,Staten Island,2,All Case Types,51,106
05/31/2017,Staten Island,3,All Case Types,38,67
05/31/2017,Staten Island,Unknown CD,All Case Types,78,158
04/30/2017,Bronx,1,All Case Types,816,"1,908"
04/30/2017,Bronx,2,All Case Types,456,"1,037"
04/30/2017,Bronx,3,All Case Types,824,"1,889"
04/30/2017,Bronx,4,All Case Types,968,"2,213"
04/30/2017,Bronx,5,All Case Types,918,"2,078"
04/30/2017,Bronx,6,All Case Types,680,"1,654"
04/30/2017,Bronx,7,All Case Types,668,"1,525"
04/30/2017,Bronx,8,All Case Types,173,358
04/30/2017,Bronx,9,All Case Types,833,"1,928"
04/30/2017,Bronx,10,All Case Types,220,486
04/30/2017,Bronx,11,All Case Types,340,790
04/30/2017,Bronx,12,All Case Types,777,"1,745"
04/30/2017,Bronx,Unknown CD,All Case Types,"1,494","3,126"
04/30/2017,Brooklyn,1,All Case Types,275,560
04/30/2017,Brooklyn,2,All Case Types,250,437
04/30/2017,Brooklyn,3,All Case Types,"1,015","2,095"
04/30/2017,Brooklyn,4,All Case Types,447,961
04/30/2017,Brooklyn,5,All Case Types,"1,189","2,722"
04/30/2017,Brooklyn,6,All Case Types,153,319
04/30/2017,Brooklyn,7,All Case Types,129,287
04/30/2017,Brooklyn,8,All Case Types,479,988
04/30/2017,Brooklyn,9,All Case Types,279,577
04/30/2017,Brooklyn,10,All Case Types,58,105
04/30/2017,Brooklyn,11,All Case Types,90,173
04/30/2017,Brooklyn,12,All Case Types,86,157
04/30/2017,Brooklyn,13,All Case Types,200,428
04/30/2017,Brooklyn,14,All Case Types,274,568
04/30/2017,Brooklyn,15,All Case Types,103,209
04/30/2017,Brooklyn,16,All Case Types,810,"1,761"
04/30/2017,Brooklyn,17,All Case Types,594,"1,273"
04/30/2017,Brooklyn,18,All Case Types,360,788
04/30/2017,Brooklyn,Unknown CD,All Case Types,"1,151","2,129"
04/30/2017,Manhattan,1,All Case Types,191,440
04/30/2017,Manhattan,2,All Case Types,34,43
04/30/2017,Manhattan,3,All Case Types,367,712
04/30/2017,Manhattan,4,All Case Types,195,294
04/30/2017,Manhattan,5,All Case Types,126,157
04/30/2017,Manhattan,6,All Case Types,96,137
04/30/2017,Manhattan,7,All Case Types,224,427
04/30/2017,Manhattan,8,All Case Types,62,93
04/30/2017,Manhattan,9,All Case Types,397,745
04/30/2017,Manhattan,10,All Case Types,797,"1,595"
04/30/2017,Manhattan,11,All Case Types,820,"1,581"
04/30/2017,Manhattan,12,All Case Types,405,816
04/30/2017,Manhattan,Unknown CD,All Case Types,"1,516","2,243"
04/30/2017,Queens,1,All Case Types,481,736
04/30/2017,Queens,2,All Case Types,175,228
04/30/2017,Queens,3,All Case Types,158,310
04/30/2017,Queens,4,All Case Types,127,285
04/30/2017,Queens,5,All Case Types,144,334
04/30/2017,Queens,6,All Case Types,26,39
04/30/2017,Queens,7,All Case Types,98,173
04/30/2017,Queens,8,All Case Types,119,218
04/30/2017,Queens,9,All Case Types,173,347
04/30/2017,Queens,10,All Case Types,143,319
04/30/2017,Queens,11,All Case Types,13,18
04/30/2017,Queens,12,All Case Types,823,"1,753"
04/30/2017,Queens,13,All Case Types,296,626
04/30/2017,Queens,14,All Case Types,457,980
04/30/2017,Queens,Unknown CD,All Case Types,815,"1,550"
04/30/2017,Staten Island,1,All Case Types,386,896
04/30/2017,Staten Island,2,All Case Types,57,116
04/30/2017,Staten Island,3,All Case Types,37,68
04/30/2017,Staten Island,Unknown CD,All Case Types,76,165
12/31/2019,Bronx,201,ADULT FAMILY,80,172
12/31/2019,Bronx,201,FAMILY WITH CHILDREN,495,"1,531"
12/31/2019,Bronx,201,SINGLE ADULT,323,323
12/31/2019,Bronx,202,ADULT FAMILY,36,79
12/31/2019,Bronx,202,FAMILY WITH CHILDREN,254,801
12/31/2019,Bronx,202,SINGLE ADULT,151,151
12/31/2019,Bronx,203,ADULT FAMILY,77,164
12/31/2019,Bronx,203,FAMILY WITH CHILDREN,457,"1,478"
12/31/2019,Bronx,203,SINGLE ADULT,288,288
12/31/2019,Bronx,204,ADULT FAMILY,69,146
12/31/2019,Bronx,204,FAMILY WITH CHILDREN,545,"1,708"
12/31/2019,Bronx,204,SINGLE ADULT,359,359
12/31/2019,Bronx,205,ADULT FAMILY,83,177
12/31/2019,Bronx,205,FAMILY WITH CHILDREN,502,"1,549"
12/31/2019,Bronx,205,SINGLE ADULT,303,303
12/31/2019,Bronx,206,ADULT FAMILY,84,181
12/31/2019,Bronx,206,FAMILY WITH CHILDREN,370,"1,196"
12/31/2019,Bronx,206,SINGLE ADULT,254,254
12/31/2019,Bronx,207,ADULT FAMILY,55,117
12/31/2019,Bronx,207,FAMILY WITH CHILDREN,315,988
12/31/2019,Bronx,207,SINGLE ADULT,265,265
12/31/2019,Bronx,208,ADULT FAMILY,13,26
12/31/2019,Bronx,208,FAMILY WITH CHILDREN,81,233
12/31/2019,Bronx,208,SINGLE ADULT,72,72
12/31/2019,Bronx,209,ADULT FAMILY,80,169
12/31/2019,Bronx,209,FAMILY WITH CHILDREN,465,"1,467"
12/31/2019,Bronx,209,SINGLE ADULT,304,304
12/31/2019,Bronx,210,ADULT FAMILY,22,45
12/31/2019,Bronx,210,FAMILY WITH CHILDREN,130,415
12/31/2019,Bronx,210,SINGLE ADULT,94,94
12/31/2019,Bronx,211,ADULT FAMILY,37,79
12/31/2019,Bronx,211,FAMILY WITH CHILDREN,175,553
12/31/2019,Bronx,211,SINGLE ADULT,169,169
12/31/2019,Bronx,212,ADULT FAMILY,87,185
12/31/2019,Bronx,212,FAMILY WITH CHILDREN,427,"1,386"
12/31/2019,Bronx,212,SINGLE ADULT,340,340
12/31/2019,Bronx,No CD,ADULT FAMILY,94,194
12/31/2019,Bronx,No CD,FAMILY WITH CHILDREN,541,"1,698"
12/31/2019,Bronx,No CD,SINGLE ADULT,"1,001","1,001"
12/31/2019,Brooklyn,301,ADULT FAMILY,18,37
12/31/2019,Brooklyn,301,FAMILY WITH CHILDREN,95,299
12/31/2019,Brooklyn,301,SINGLE ADULT,130,130
12/31/2019,Brooklyn,302,ADULT FAMILY,14,30
12/31/2019,Brooklyn,302,FAMILY WITH CHILDREN,77,230
12/31/2019,Brooklyn,302,SINGLE ADULT,180,180
12/31/2019,Brooklyn,303,ADULT FAMILY,69,144
12/31/2019,Brooklyn,303,FAMILY WITH CHILDREN,362,"1,128"
12/31/2019,Brooklyn,303,SINGLE ADULT,487,487
12/31/2019,Brooklyn,304,ADULT FAMILY,40,87
12/31/2019,Brooklyn,304,FAMILY WITH CHILDREN,143,457
12/31/2019,Brooklyn,304,SINGLE ADULT,204,204
12/31/2019,Brooklyn,305,ADULT FAMILY,116,247
12/31/2019,Brooklyn,305,FAMILY WITH CHILDREN,583,"1,835"
