Facility PK,Name,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zip Code,Latitude,Longitude,Zip Code,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
61071157,New London Specialty Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,246 8 Avenue,,Manhattan,10011,40.7449515,-73.99871884,(212) 414-9755,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,104,3,9100,1014141,1007720085,MN13
61070848,Boxers NYC,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,37 West 20 Street,,Manhattan,10011,40.74022476,-73.99225224,718-210-3110,Find free safer sex products inside a fishbowl located on a table beside entrance at this bar/lounge.,1.90E+13,1.90E+13,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 4:00 AM,1:00 PM - 4:00 AM,1:00 PM - 2:00 AM,TRUE,FALSE,TRUE,,,105,3,5400,1015489,1008220009,MN13
61071197,P.M.M Medical Pc,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,10406 Flatlands Avenue,,Brooklyn,11236,40.64712937,-73.89526883,(718) 649-9930,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,318,46,98600,3230532,3082120041,BK50
61070814,Bedford Hall,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,1177 Bedford Avenue,,Brooklyn,11216,40.6831465,-73.95385985,NA,Find free safer sex products inside a fishbowl located on the bar at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,303,36,24500,3329694,3018270002,BK75
61071330,UNIVERSITY MEDICAL AND DENTAL CENTER,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"1715 University Avenue,NA",,Bronx,10453,40.84948812,-73.9168643,7182940700,Find free safer sex products inside a bowl located at the front desk at this physician.,1.90E+13,1.90E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,9:00 AM - 3:00 PM,,TRUE,TRUE,TRUE,,,205,14,21501,2009024,2028780217,BX36
61070986,First Choice Barbers,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,156 Stanton Street,,Manhattan,10002,40.72042881,-73.98510796,(212) 533-1316,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,103,2,3001,1004256,1003500036,MN27
61071008,Hair Fashion,Free Safer Sex Products,Condoms and Lubricant,,Business,Retail Store,2104 Amsterdam Avenue,,Manhattan,10032,40.83738934,-73.93873295,NA,Find free safer sex products inside a fishbowl located in the front at this retail store.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,112,7,24301,1062899,1021210043,MN36
61070921,D' Antigua,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,84-16 Northern Boulevard,,Queens,11372,40.75576687,-73.88326184,212-957-1800,Find free safer sex products inside a dispenser located in the back near the restrooms at this bar/lounge.,1.90E+13,1.90E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,403,25,28100,4035174,4014320006,QN28
61071034,HEALTH COACH IDCC,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,"921 East New York Avenue,n/a",,Brooklyn,11203,40.66290133,-73.93235897,(914) 346-1291,Find free safer sex products at this location.,1.90E+13,1.90E+13,8:30 AM - 10:00 PM,8:30 AM - 10:00 PM,8:30 AM - 10:00 PM,8:30 AM - 10:00 PM,9:00 AM - 4:00 PM,,9:00 AM - 6:30 AM,TRUE,TRUE,TRUE,,,309,41,88000,3331592,3014300018,BK60
61071203,Parsons Medical Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,88-01 Parsons Boulevard,,Queens,11432,40.70659559,-73.80212984,NA,Find free safer sex products inside a dispenser located across from the reception area at this clinical facility.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,412,24,44602,4208941,4097640015,QN61
61071113,Marie's Crisis Caf鑼,Free Safer Sex Products,Condoms and Lubricant,,Business,Caf鑼,59 Grove Street,,Manhattan,10014,40.73313525,-74.00328712,NA,Find free safer sex products inside a dispenser located in the back near the restroom at this caf鑼.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,102,3,7300,1010203,1005910060,MN23
61070917,Crown Heights Electronics & Games Inc,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,189 Utica Avenue,,Brooklyn,11213,40.6722244,-73.93079214,(347) 787-2903,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,308,36,34700,3036547,3013730013,BK61
61071146,Nadil Beauty Salon,Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,95 Audubon Avenue,,Manhattan,10032,40.84157991,-73.93754724,212-348-1288,Find free safer sex products inside a dispenser located in the front at this beauty salon.,1.90E+13,1.90E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,TRUE,FALSE,TRUE,,,112,10,25300,1063024,1021260034,MN36
61071147,Nail Ha'Ven,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,4996 Broadway,,Manhattan,10034,40.86821366,-73.91824004,(646) 667-4249,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,112,10,30300,1064870,1022290005,MN01
61071022,HASA Center #19 Crotona,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,"1790 Grand Concourse,3rd",,Bronx,10457,40.84670994,-73.90895938,718-716-5170,Find free safer sex products inside a dispenser located in the waiting room at this community center.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,205,15,22901,2094521,2027950014,BX41
61071239,Rosa Style (Step Up Barbershop),Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,21 Avenue C,,Manhattan,10009,40.72125711,-73.98092294,(212) 515-2062,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,103,2,2202,1004599,1003850038,MN28
61070854,Broadway Housing Communities | Tenant Services,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Museum,"898 St Nicholas Avenue,9th Floor Office",,Manhattan,10032,40.83069358,-73.94143486,(212) 568-2030,Find free safer sex products at this museum.,1.90E+13,1.90E+13,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:30 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,TRUE,TRUE,TRUE,,,109,9,23501,1089726,1020697501,MN04
61071223,Puly'S Beauty Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,2822 Fulton Street,,Brooklyn,11207,40.67820397,-73.8904104,(000) 000-0000,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,305,37,119800,3087810,3039480116,BK82
61071201,Parkmed NYC,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"800 2 Avenue,6th Floor",,Manhattan,10017,40.75027838,-73.97185192,2126866066,Find free safer sex products inside a bowl located in the waiting room at this clinical facility.,1.90E+13,1.90E+13,,7:30 AM - 5:30 PM,7:30 AM - 7:00 PM,7:30 AM - 7:00 PM,7:30 AM - 5:00 PM,7:30 AM - 3:00 PM,,TRUE,TRUE,TRUE,,,106,4,8800,1038658,1013357501,MN19
61070830,Black Hair Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1028 Rutland Road,,Brooklyn,11212,40.66312499,-73.92565805,(347) 720-5137,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,317,41,88400,3099991,3046130008,BK96
61071044,Home Base Solution LLC,Free Safer Sex Products,Condoms and Lubricant,,Business,Taxi/Car Service,"248 East 167 Street,Ground Floor",,Bronx,10456,40.83360026,-73.91506652,718-992-2224,Find free safer sex products inside a fishbowl located in front of store at this taxi/car service.,1.90E+13,1.90E+13,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,9:00 AM - 3:00 PM,,TRUE,TRUE,TRUE,,,204,16,18101,2002665,2024520054,BX14
61070890,City Winery,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,155 Varick Street,,Manhattan,10013,40.72631716,-74.00568603,212-281-8600,Find free safer sex products inside a fishbowl located at the front desk at this bar/lounge.,1.90E+13,1.90E+13,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,,11:30 AM - 11:00 PM,TRUE,FALSE,FALSE,,,102,3,3700,1009744,1005790068,MN24
61071145,My Pharmacy Inc.,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,523 Lenox Avenue,,Manhattan,10037,40.81492992,-73.94026382,(212) 281-7408,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,110,9,22800,1058331,1019210030,MN03
61070823,Betty Bakery,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,448 Atlantic Avenue,,Brooklyn,11217,40.68639617,-73.98350022,(718) 246-2402,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,302,33,4100,3000934,3001840022,BK38
61071313,Top Shelf Ink Tattoo Studio,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,211 Utica Avenue,,Brooklyn,11213,40.67165352,-73.9308432,(347) 750-5922,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,308,36,34700,3036536,3013730002,BK61
61071024,HASA Center #41 Grand Concourse,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,1790 Grand Concourse,,Bronx,10457,40.84670994,-73.90895938,NA,Find free safer sex products inside a dispenser located in the waiting room at this community center.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,205,15,22901,2094521,2027950014,BX41
61070795,Apollo Med Service,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"4334 White Plains Road,Ground Floor",,Bronx,10466,40.89656546,-73.85560993,(718) 231-2300,Find free safer sex products at this clinical facility.,1.90E+13,1.90E+13,9:00 AM - 3:00 PM,9:00 AM - 4:30 PM,9:30 AM - 4:30 PM,9:30 AM - 4:30 PM,9:00 AM - 4:30 PM,,,TRUE,FALSE,FALSE,,,212,11,43400,2116606,2050430009,BX62
61070836,Bogata Latin Bistro,Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,141 5 Avenue,,Brooklyn,11217,40.67820507,-73.97923001,NA,Find free safer sex products inside a fishbowl located in the back outside of the restrooms at this restaurant.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,306,39,13100,3019401,3009470011,BK37
61070856,Brolick Gym Inc.,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,3014 Fulton Street,,Brooklyn,11208,40.68029964,-73.8834882,(718) 484-8112,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,305,37,116800,3088090,3039560043,BK82
61070809,Barrage,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,401 West 47 Street,,Manhattan,10036,40.76178749,-73.99073721,347-726-6010,Find free safer sex products inside a fishbowl located back by the restroom at this bar/lounge.,1.90E+13,1.90E+13,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 2:00 AM,TRUE,FALSE,TRUE,,,104,3,12700,1026567,1010570029,MN15
61071114,Marquee,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,289 10 Avenue,,Manhattan,10001,40.7499195,-74.00255168,NA,Find free safer sex products inside a fishbowl located inside at this night club.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,104,3,9900,1012393,1006980037,MN13
61070962,El Abuelo Gozon,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,79-03 Roosevelt Avenue,,Queens,11372,40.74736023,-73.88656446,212-475-4600,Find free safer sex products inside a dispenser located in the front near the bar at this night club.,1.90E+13,1.90E+13,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,403,25,28500,4029980,4012900046,QN28
61071116,Medinova Physician PLLC,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"423 East 138 Street,1st floor",,Bronx,10454,40.80868832,-73.92188608,7182926144,Find free safer sex products inside a dispenser located in the front at this physician.,1.90E+13,1.90E+13,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,,,TRUE,FALSE,TRUE,,,201,8,3900,2101568,2022830088,BX39
61071249,Secret Project Robot,Free Safer Sex Products,Condoms and Lubricant,,Business,Art Center,1186 Broadway,,Brooklyn,11221,40.69250069,-73.92736329,NA,Find free safer sex products inside a fishbowl located near the door at this art center.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,303,41,38700,3043688,3016130009,BK35
61071018,Harlem Hospital WIC,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,"506 Lenox Avenue,""Ron Brown Building, Room 1061""",,Manhattan,10037,40.81435099,-73.94065812,2129392799,Find free safer sex products inside a clear plastic bowl located on the receptionist counter top at this location.,1.90E+13,1.90E+13,7:30 AM - 6:00 PM,7:30 AM - 6:00 PM,7:30 AM - 6:00 PM,7:30 AM - 5:30 PM,7:30 AM - 4:00 PM,,,TRUE,TRUE,TRUE,,,110,9,21200,1053899,1017330001,MN03
61071160,Nortena Express,Free Safer Sex Products,Condoms and Lubricant,,Business,Taxi/Car Service,507 Coney Island Avenue,,Brooklyn,11218,40.64543052,-73.97056663,NA,Find free safer sex products inside a fishbowl located in the front at this taxi/car service.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,314,40,152200,3117426,3051120029,BK42
61071013,Hangar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,115 Christopher Street,,Manhattan,10014,40.73323399,-74.00531137,NA,Find free safer sex products inside a dispenser located in the back near the restroom at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,102,3,7300,1011176,1006197501,MN23
61071195,Oxigeno,Free Safer Sex Products,Condoms and Lubricant,,Business,Other,40-14 83 Street,,Queens,11373,40.74758993,-73.88298028,212-924-8315,Find free safer sex products inside a dispenser located in the back at this location.,1.90E+13,1.90E+13,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,TRUE,FALSE,TRUE,,,404,21,26901,4036896,4014930013,QN29
61070983,FDC @ Kingsborough Community Center,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Housing,"129 Kingsborough 1 Walk,Community Center",,Brooklyn,11233,40.67590289,-73.9271471,3474257725,Find free safer sex products inside a bin located by the front desk at this housing.,1.90E+13,1.90E+13,6:00 PM - 10:00 PM,6:00 PM - 10:00 PM,6:00 PM - 10:00 PM,6:00 PM - 10:00 PM,6:00 PM - 10:00 PM,1:00 PM - 5:00 PM,,TRUE,FALSE,FALSE,,,308,41,30700,3324601,3013440001,BK61
61070829,Bizarre,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,12 Jefferson Street,,Brooklyn,11206,40.69741555,-73.93479054,NA,Find free safer sex products inside a fishbowl located by the bar at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,304,34,38900,3072173,3031700014,BK78
61070913,Crazy Monkey Tattoo,Free Safer Sex Products,Condoms and Lubricant,,Business,Tattoo Parlor,882 Broadway,,Brooklyn,11206,40.69820478,-73.93745126,212-229-2988,Find free safer sex products inside a dispenser located near the entrance at this tattoo parlor.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,303,36,28700,3042862,3015820013,BK35
61071327,Undergraduate Student Life (OSGA),Free Safer Sex Products,Condoms and Lubricant,,Education,College/University,2920 Broadway,,Manhattan,10027,40.80683481,-73.96473702,NA,Find free safer sex products inside a dispenser/fishbowl located on the reception counter and dispenser down the hallway at this college/university.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,FALSE,,https://www.cc-seas.columbia.edu/csa,109,7,20300,1082166,1018860001,MN09
61071298,The Make Up Shop,Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,79-02 37 Avenue,,Queens,11372,40.74945486,-73.88694345,917-443-4360,Find free safer sex products inside a dispenser located near the restroom at this beauty salon.,1.90E+13,1.90E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,TRUE,FALSE,TRUE,,,403,25,28500,4029968,4012900001,QN28
61070900,Community Health Action of Staten Island- Community Food Pantry,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"2134 Richmond Terrace,n/a",,Staten Island,10302,40.64027789,-74.1341659,(718) 808-1840,Find free safer sex products inside a clear plastic drawer located near the front door at this social service.,1.90E+13,1.90E+13,,10:00 AM - 2:00 PM,12:00 PM - 4:00 PM,,2:00 PM - 6:00 PM,10:00 AM - 2:00 PM,,TRUE,TRUE,TRUE,,http://chasiny.org,501,49,20700,5025309,5010740053,SI28
61070832,Blue Ruin Bar,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,538 9 Avenue,,Manhattan,10018,40.75694594,-73.9936905,(917) 504-5052,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,104,3,11500,1013697,1007630073,MN15
61071186,Office of Birth Certificates,Free Safer Sex Products,Condoms and Lubricant,,Government,Government Agency,125 Worth Street,,Manhattan,10013,40.71542054,-74.00267301,NA,Find free safer sex products inside a fishbowl located in the front at this government agency.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,101,1,3100,1001831,1001680032,MN24
61070810,Barrow's Pub,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,463 Hudson Street,,Manhattan,10014,40.73149923,-74.00666068,NA,Find free safer sex products inside a fishbowl located on the countertop near the atm at this bar/lounge.,1.90E+13,1.90E+13,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,TRUE,FALSE,FALSE,,,102,3,6900,1078101,1006030062,MN23
61071275,Tap House,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,72-07 Austin Street,,Queens,11375,40.71922074,-73.84232678,718-694-2570,Find free safer sex products inside a dispenser located in the back by the restroom at this bar/lounge.,1.90E+13,1.90E+13,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,TRUE,FALSE,FALSE,,,406,29,73700,4078032,4032580028,QN17
61071321,Tropical 128,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,128 Elizabeth Street,,Manhattan,10013,40.71947725,-73.99540402,NA,Find free safer sex products inside a fishbowl located in the middle of the bar near the tree at this bar/lounge.,1.90E+13,1.90E+13,3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 2:00 AM,TRUE,TRUE,TRUE,,,102,1,4100,1006944,1004700050,MN24
61070844,Boriken Neighborhood Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"2265 3 Avenue,Basement",,Manhattan,10035,40.80248058,-73.93668828,(212) 289-6650,Find free safer sex products inside a condom dispenser located in the lobby at this clinical facility.,1.90E+13,1.90E+13,8:00 AM - 6:00 PM,8:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 4:00 PM,,TRUE,TRUE,TRUE,,www.boriken.org,111,8,19400,1054630,1017880001,MN34
61071292,The Franco Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,223 East 169 Street,,Bronx,10456,40.83591374,-73.91460821,NA,Find free safer sex products inside a dispenser located in the front near the entrance at this barbershop.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,,204,16,17902,2007963,2028300001,BX14
61071071,Karma,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,51 1 Avenue,,Manhattan,10003,40.72472739,-73.98739073,NA,Find free safer sex products inside a fishbowl located in the back near the restroom at this bar/lounge.,1.90E+13,1.90E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,1:00 PM - 4:00 AM,1:00 PM - 4:00 AM,TRUE,TRUE,TRUE,,,103,2,3800,1006182,1004450036,MN22
61070984,Felo Barber Shop (Formerly Double "R" Barber Shop),Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,37-66 103 Street,,Queens,11368,40.75275684,-73.86419905,NA,Find free safer sex products at this barbershop.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,403,21,40500,4044238,4017680043,QN26
61071253,Smart Aid Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,708 St Nicholas Avenue,,Manhattan,10031,40.82443707,-73.9444466,(212) 234-4299,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,109,9,23100,1061124,1020530001,MN04
61071348,Wyckoff Heights Medical Center - Positive Health Clinic,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"1610 DeKalb Avenue,1st Floor",,Brooklyn,11237,40.70388085,-73.91963257,(718) 302-8481,Find free safer sex products at this clinical facility.,1.90E+13,1.90E+13,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,http://www.wyckoffhospital.org/departments/clinical/administrative/positive-health-management,304,37,44500,3393931,3032487502,BK77
61070777,African Services Committee,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"429 West 127 Street,2nd Floor",,Manhattan,10027,40.81299565,-73.95384896,(212) 222-3882,Find free safer sex products inside a wicker and clear bowl located at the front desk and testing rooms at this social service.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,http://www.africanservices.org/what-we-do,109,7,21303,1084104,1019670060,MN06
61070866,Brownsville Neighborhood Health Action Center,Free Safer Sex Products,Condoms and Lubricant,,Government,Government Agency,259 Bristol Street,,Brooklyn,11212,40.66481938,-73.91141458,NA,Find free safer sex products inside a dispenser located at reception at this government agency.,1.90E+13,1.90E+13,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 4:00 PM,,TRUE,TRUE,TRUE,,http://www1.nyc.gov/site/doh/health/neighborhood-health/neighborhood-health-action-centers.page,316,41,92400,3081765,3035590011,BK81
61071120,Mell'S Unisex Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1547 Fulton Street,,Brooklyn,11216,40.67983777,-73.93935055,(347) 479-3243,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,303,36,27300,3053683,3018580044,BK35
61070811,Beauty Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,231 East 14 Street,,Manhattan,10003,40.73295059,-73.98636082,212-255-5082,Find free safer sex products inside a fishbowl located in the front near the entrance at this bar/lounge.,1.90E+13,1.90E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,106,2,4800,1019508,1008960015,MN21
61071218,Pride Center of Staten Island,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"25 Victory Boulevard,3rd Fl.",,Staten Island,10301,40.63777027,-74.07614036,(718) 808-1360,Find free safer sex products inside a fishbowl located in the reception area at this community center.,1.90E+13,1.90E+13,,,1:00 PM - 9:00 PM,1:00 PM - 9:00 PM,1:00 PM - 9:00 PM,11:00 AM - 7:00 PM,,TRUE,FALSE,TRUE,,http://www.pridecentersi.org/community-services-1,501,49,300,5000058,5000060146,SI22
61071191,One And One,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,76 East 1 Street,,Manhattan,10009,40.7231959,-73.98827852,(212) 598-9126,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,103,2,3002,1083474,1004290001,MN22
61070826,BFCC Pennsylvania,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"1110 Pennsylvania  Avenue,1st floor",,Brooklyn,11207,40.65343981,-73.88680766,(718) 240-8640,Find free safer sex products inside a basket located by the front door and waiting room and exam rooms at this clinical facility.,1.90E+13,1.90E+13,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,,,TRUE,TRUE,TRUE,,,305,42,110400,3348650,3044120001,BK82
